844,	8,	0,	1
846,	7,	0,	1
848,	7,	0,	1
850,	8,	0,	1
852,	8,	0,	1
878,	13,	5,	1
880,	8,	0,	1
882,	7,	0,	1
884,	7,	0,	1
886,	8,	0,	1
888,	8,	0,	1
914,	13,	5,	1
916,	8,	0,	1
918,	8,	0,	1
920,	7,	0,	1
922,	8,	0,	1
924,	8,	0,	1
950,	13,	5,	1
952,	8,	0,	1
954,	7,	0,	1
956,	7,	0,	1
958,	8,	0,	1
960,	8,	0,	1
986,	14,	5,	1
988,	8,	0,	1
990,	7,	0,	1
992,	7,	0,	1
994,	8,	0,	1
996,	8,	0,	1
1022,	13,	5,	1
1024,	8,	0,	1
1026,	7,	0,	1
1028,	7,	0,	1
1030,	8,	0,	1
1058,	14,	5,	2
1060,	7,	0,	1
1062,	7,	0,	1
1064,	7,	0,	1
1066,	7,	0,	1
1068,	7,	0,	1
1094,	13,	5,	2
1096,	7,	0,	1
1098,	7,	0,	1
1100,	7,	0,	1
1102,	7,	0,	1
1104,	7,	0,	1
1106,	7,	0,	1
1130,	13,	4,	1
1132,	7,	0,	1
1134,	7,	0,	1
1136,	8,	0,	1
1138,	8,	0,	1
1140,	9,	0,	1
1166,	14,	4,	1
1168,	8,	0,	1
1170,	8,	0,	1
1172,	8,	0,	1
1174,	8,	0,	1
1202,	14,	5,	2
1204,	8,	0,	1
1206,	7,	0,	1
1208,	7,	0,	1
1210,	8,	0,	1
1238,	13,	5,	2
1240,	8,	0,	1
1242,	7,	0,	1
1244,	7,	0,	1
1246,	8,	0,	1
1248,	8,	0,	1
1274,	13,	4,	2
1276,	8,	0,	1
1278,	8,	0,	1
1280,	8,	0,	1
1282,	8,	0,	1
1284,	9,	0,	1
1310,	13,	4,	1
1312,	8,	0,	1
1314,	8,	0,	1
1316,	8,	0,	1
1318,	9,	0,	1
1346,	14,	5,	2
1348,	8,	0,	1
1350,	7,	0,	1
1352,	7,	0,	1
1354,	8,	0,	1
1356,	8,	0,	1
1382,	13,	5,	1
1384,	8,	0,	1
1386,	7,	0,	1
1388,	7,	0,	1
1390,	8,	0,	1
1392,	8,	0,	1
1418,	13,	5,	1
1420,	8,	0,	1
1422,	7,	0,	1
1424,	7,	0,	1
1426,	8,	0,	1
1454,	13,	5,	2
1456,	8,	0,	1
1458,	7,	0,	1
1460,	8,	0,	1
1462,	8,	0,	1
1464,	8,	0,	1
1490,	14,	5,	1
1492,	8,	0,	1
1494,	7,	0,	1
1496,	7,	0,	1
1498,	8,	0,	1
1526,	13,	5,	2
1528,	8,	0,	1
1530,	7,	0,	1
1532,	7,	0,	1
1534,	8,	0,	1
1536,	8,	0,	1
1562,	13,	4,	1
1564,	8,	0,	1
1566,	8,	0,	1
1568,	8,	0,	1
1570,	8,	0,	1
1598,	14,	5,	2
1600,	8,	0,	1
1602,	7,	0,	1
1604,	7,	0,	1
1606,	8,	0,	1
1608,	8,	0,	1
1634,	13,	5,	1
1636,	8,	0,	1
1638,	7,	0,	1
1640,	7,	0,	1
1642,	8,	0,	1
1670,	13,	5,	2
1672,	8,	0,	1
1674,	7,	0,	1
1676,	8,	0,	1
1678,	8,	0,	1
1706,	14,	5,	2
1708,	8,	0,	1
1710,	7,	0,	1
1712,	8,	0,	1
1714,	8,	0,	1
1716,	8,	0,	1
1742,	13,	4,	2
1744,	8,	0,	1
1746,	8,	0,	1
1748,	8,	0,	1
1750,	8,	0,	1
1752,	9,	0,	1
1778,	13,	5,	1
1780,	8,	0,	1
1782,	8,	0,	1
1784,	7,	0,	1
1786,	8,	0,	1
1788,	8,	0,	1
1814,	13,	5,	1
1816,	8,	0,	1
1818,	7,	0,	1
1820,	7,	0,	1
1822,	8,	0,	1
1824,	8,	0,	1
1850,	13,	4,	1
1852,	8,	0,	1
1854,	8,	0,	1
1856,	8,	0,	1
1858,	8,	0,	1
1860,	9,	0,	1
1886,	13,	4,	1
1888,	8,	0,	1
1890,	8,	0,	1
1892,	7,	0,	1
1894,	7,	0,	1
1896,	8,	0,	1
1922,	13,	5,	2
1924,	7,	0,	1
1926,	7,	0,	1
1928,	7,	0,	1
1930,	8,	0,	1
1932,	8,	0,	1
1958,	13,	5,	1
1960,	8,	0,	1
1962,	7,	0,	1
1964,	7,	0,	1
1966,	8,	0,	1
1994,	13,	5,	2
1996,	8,	0,	1
1998,	7,	0,	1
